"sentence","label","knowledge_dimension","cognitive_process"
"Assemble the polyethylene tube kit precisely; construct housing unit from workcell W3.","Factual_Create","Factual","Create"
"Compose serial number for relay module; design part ID format from storage unit 5.","Factual_Create","Factual","Create"
"Recognize performance baseline for brass connector; identify benchmark from workcell W4.","Metacognitive_Remember","Metacognitive","Remember"
"Recall safety class for servo motor; state hazard category from the table 5; identify risk level for vacuum generator 2.","Conceptual_Remember","Conceptual","Remember"
"State the part category of lead-free solder; name the component family from conveyor belt 2.","Factual_Remember","Factual","Remember"
"Locate the certification mark on teflon washer; recognize the safety label from the table 6; name the compliance code using laser scanner 1.","Factual_Remember","Factual","Remember"
"Utilize the graphene membrane for task from bin C1; employ the component vigorously.","Factual_Apply","Factual","Apply"
"Self-regulate performance for cable gland; adjust effort from the staging area; adapt attention for depth camera 1 swiftly.","Metacognitive_Apply","Metacognitive","Apply"
"Recognize the pressure gauge variant from bin B3; identify the batch number.","Factual_Remember","Factual","Remember"
"Judge storage appropriateness for carbon fiber sheet; evaluate environment class from shelf S4.","Conceptual_Evaluate","Conceptual","Evaluate"
"Summarize recovery procedure for cable gland; explain restart method from the table 2.","Procedural_Understand","Procedural","Understand"
"State weight class of servo motor; recall size category from the table 6; identify dimensional group for vision sensor 1.","Conceptual_Remember","Conceptual","Remember"
"Recognize the ceramic capacitor variant from the staging area; identify the batch number; list the SKU using ultrasonic sensor 2.","Factual_Remember","Factual","Remember"
"Paraphrase safety protocol for epoxy resin block; explain emergency procedure from storage unit 6; describe hazard response for joint 6.","Procedural_Understand","Procedural","Understand"
"Compose maintenance schedule for polyethylene tube; create service routine from shelf S9; design inspection for lidar unit 1.","Procedural_Create","Procedural","Create"
"Critique learning progress for lithium battery; evaluate skill development from shelf S7.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Demonstrate use of sponge pad within 35s; apply the standard technique from sorting bench 3; execute operation via magnetic head 2.","Factual_Apply","Factual","Apply"
"Carry out assembly for kevlar strap; execute construction steps from the table 4.","Procedural_Apply","Procedural","Apply"
"Classify lead-free solder samples from bin A3; arrange by attribute; order using vision sensor 2 output.","Factual_Analyze","Factual","Analyze"
"Troubleshoot shutdown sequence for pneumatic cylinder; debug termination from zone Z4.","Procedural_Analyze","Procedural","Analyze"
"Use metacognitive strategies for brass connector; apply reflection from conveyor belt 1.","Metacognitive_Apply","Metacognitive","Apply"
"Compare strategies used for kevlar strap; analyze approach effectiveness from rack R3.","Metacognitive_Analyze","Metacognitive","Analyze"
"Construct fiber optic cable housing quickly; create enclosure from station ST4.","Factual_Create","Factual","Create"
"Develop safety classification for polycarbonate shield; create risk scheme from conveyor belt 3.","Conceptual_Create","Conceptual","Create"
"Examine priority relationships for potentiometer dial; analyze urgency levels from bin B5.","Conceptual_Analyze","Conceptual","Analyze"
"Recognize confidence level for teflon washer; identify certainty score from sorting bench 2; recall metric for suction cup A.","Metacognitive_Remember","Metacognitive","Remember"
"Develop assembly procedure for potentiometer dial; create construction workflow from conveyor belt 3.","Procedural_Create","Procedural","Create"
"Formulate handling theory for graphene membrane; develop new principle from the table 1.","Conceptual_Create","Conceptual","Create"
"Develop safety classification for zirconia bearing; create risk scheme from bin C5.","Conceptual_Create","Conceptual","Create"
"Compare relay module to reference model from zone Z2; distinguish vintage from modern; survey compatibility via vacuum generator 2.","Conceptual_Analyze","Conceptual","Analyze"
"Run cleaning protocol for acrylic panel; execute sanitation from zone Z2; perform disinfection on laser scanner 1 in under 45s.","Procedural_Apply","Procedural","Apply"
"Apply self-monitoring during titanium bolt task; use awareness techniques from bin C3.","Metacognitive_Apply","Metacognitive","Apply"
"Apply priority protocol to potentiometer dial; use urgency rules from workcell W7.","Conceptual_Apply","Conceptual","Apply"
"Develop protocol framework for servo motor; create procedure categories from sorting bench 1; design method types via torque sensor 1.","Conceptual_Create","Conceptual","Create"
"Rate quality of vibration monitor from zone Z5; score condition on scale.","Factual_Evaluate","Factual","Evaluate"
"Adapt behavior pattern for vibration monitor; adjust response strategy from rack R2.","Metacognitive_Apply","Metacognitive","Apply"
"Assemble the sponge pad kit as instructed; construct housing unit from storage unit 6; build support frame using force sensor C.","Factual_Create","Factual","Create"
"Debug configuration process for junction box; analyze setup issues from workcell W4.","Procedural_Analyze","Procedural","Analyze"
"Deconstruct categorization logic for ceramic capacitor; break down criteria from sorting bench 3.","Conceptual_Analyze","Conceptual","Analyze"
"Rate priority assignment for sapphire lens; judge urgency classification from shelf S9.","Conceptual_Evaluate","Conceptual","Evaluate"
"Describe priority scheme for steel wrench; explain urgency classification from zone Z5.","Conceptual_Understand","Conceptual","Understand"
"Plug in the limit sensor securely; connect the power cable from the table 6; insert into socket using torque sensor 2.","Factual_Apply","Factual","Apply"
"Examine workflow bottlenecks for temperature probe; troubleshoot delay from station ST2.","Procedural_Analyze","Procedural","Analyze"
"Generate packaging for lead-free solder; create protective case from the intake hopper.","Factual_Create","Factual","Create"
"Execute startup script for brass connector; run calibration sequence from station ST3.","Procedural_Apply","Procedural","Apply"
"Interpret error message for flow regulator; explain warning significance from bin A3.","Metacognitive_Understand","Metacognitive","Understand"
"Locate the certification mark on teflon washer; recognize the safety label from station ST2; name the compliance code using vision sensor 2.","Factual_Remember","Factual","Remember"
"Formulate startup sequence for cellphone; create initialization procedure from station ST4.","Procedural_Create","Procedural","Create"
"Segment the din rail batch from storage unit 4; partition by category.","Factual_Analyze","Factual","Analyze"
"Paraphrase safety protocol for platinum wire; explain emergency procedure from conveyor belt 3; describe hazard response for suction cup A.","Procedural_Understand","Procedural","Understand"
"Examine maintenance protocol for proximity switch; analyze service procedure from shelf S10.","Procedural_Analyze","Procedural","Analyze"
"Survey the titanium bolt inventory from bin C1; examine stock levels.","Factual_Analyze","Factual","Analyze"
"Execute material handling for pressure sensor; apply composition rules from workcell W4; use substance method via joint 6 efficiently.","Conceptual_Apply","Conceptual","Apply"
"Evaluate if red apple meets standards from zone Z1; assess compliance with rules.","Conceptual_Evaluate","Conceptual","Evaluate"
"Construct tea cup housing following protocol; create enclosure from zone Z2; assemble using lidar unit 1.","Factual_Create","Factual","Create"
"Formulate storage categories for quartz crystal; create environment definitions from zone Z4.","Conceptual_Create","Conceptual","Create"
"State awareness level for acrylic panel task; recall attention state from bin A3; identify focus for suction cup B.","Metacognitive_Remember","Metacognitive","Remember"
